id;CITY;YEAR;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC;D-J-F;M-A-M;J-J-A;S-O-N;metANN
3550308;São Paulo;1988;25.29;22.85;23.76;21.47;19.06;16.15;14.81;19;20.91;19.98;20.73;23.16;23.76;21.43;16.65;20.54;20.59
3550308;São Paulo;1989;23.86;24.07;23.7;22.58;18.47;17.42;16.11;18.11;18.92;19.06;21.28;22.47;23.46;21.58;17.21;19.75;20.5
3550308;São Paulo;1990;25.04;24.5;24.62;23.91;18.52;17.52;15.62;16.91;17.74;22.07;24.27;23.16;24.23;22.35;16.68;21.36;21.15
3550308;São Paulo;1991;23.31;23.23;22.24;21.43;19.42;18.64;17.47;18.53;18.87;21.35;22.7;23.85;23.46;21.03;18.21;20.97;20.92
3550308;São Paulo;1992;23.53;24.4;23.32;21.61;20.66;19.74;17.14;17.31;18.45;21.14;21.44;22.23;23.38;21.86;18.06;20.34;20.91
3550308;São Paulo;1993;24.16;22.94;23.71;22.37;19.02;17;18.21;17.11;18.35;21.71;23.56;22.69;23.26;21.7;17.44;21.2;20.9
3550308;São Paulo;1994;22.72;25.39;22.13;20.84;19.48;15.73;16.85;17.7;20.85;22.27;22.55;24.44;24.18;20.81;16.76;21.89;20.91
3550308;São Paulo;1995;25.15;24.1;23.16;21.71;19.31;18.26;19.58;21.22;19.82;20.18;22.1;22.91;24.05;21.39;19.68;20.7;21.45
3550308;São Paulo;1996;24.91;24.48;23.7;22.17;18.79;18.05;16.05;18.03;18.98;21.19;21.53;23.98;24.45;21.55;17.37;20.56;20.98
3550308;São Paulo;1997;23.74;24.47;22.63;21.13;18.83;16.96;18.89;19.31;20.57;21.52;23.48;24.83;24.34;20.86;18.38;21.85;21.36
3550308;São Paulo;1998;25.77;24.96;24.51;22.25;18.39;16.95;18.17;20.95;20.36;20.61;21.88;24.34;25.02;21.71;18.69;20.95;21.59
3550308;São Paulo;1999;25.49;25.51;24.81;22;18.75;18;18.87;19.06;20.09;18.93;20.01;23.41;24.8;21.85;18.64;19.67;21.24
3550308;São Paulo;2000;23.67;23.37;22.6;21.67;18.74;19.27;16.43;18.16;19.36;23.48;22.67;23.54;23.52;21;17.95;21.83;21.08
3550308;São Paulo;2001;25.27;25.27;24.97;23.66;19.14;18.58;18.3;19.84;19.63;21.64;22.88;22.74;24.42;22.59;18.9;21.38;21.82
3550308;São Paulo;2002;23.78;22.91;25.17;24.11;20.74;20.61;17.72;21.63;19.34;24.46;23.13;24.39;23.69;23.34;19.98;22.31;22.33
3550308;São Paulo;2003;23.58;26.57;23.53;22.26;19.1;20.17;18.71;17.12;19.52;21.37;22.05;23.76;24.63;21.63;18.66;20.98;21.47
3550308;São Paulo;2004;22.7;22.59;22.34;22.4;18.29;17.69;16.99;18.77;22.69;20.32;21.97;22.52;22.6;21.01;17.81;21.66;20.77
3550308;São Paulo;2005;23.48;23.31;23.53;23.31;20.54;19.54;17.81;20.53;19.07;22.2;21.65;22.14;22.97;22.46;19.29;20.97;21.42
3550308;São Paulo;2006;24.87;24.53;24.06;21.58;17.91;18.25;18.92;19.84;19.61;21.49;22.02;23.9;24.43;21.18;19;21.04;21.41
3550308;São Paulo;2007;23.68;24.76;25.36;22.97;18.62;19.6;17.33;19.66;21.8;22.72;21.5;23.75;24.06;22.31;18.86;22;21.81
3550308;São Paulo;2008;22.61;23.7;23.06;21.81;18.49;17.96;18.49;19.85;18.81;21.87;21.82;22.25;22.85;21.12;18.76;20.83;20.89
3550308;São Paulo;2009;23.11;24.67;24.41;21.26;20.41;16.74;17.74;19.16;20.65;21.01;25.15;23.77;23.85;22.02;17.88;22.27;21.5
3550308;São Paulo;2010;24.43;25.75;24.13;21.37;19.3;17.75;19.2;18.51;20.78;19.76;22.14;23.82;24.66;21.6;18.48;20.89;21.41
3550308;São Paulo;2011;24.93;25.38;22.4;22.65;18.63;16.89;18.4;19.35;19.67;21.34;21;23;24.43;21.22;18.21;20.67;21.13
3550308;São Paulo;2012;22.48;25.41;23.53;22.45;18.9;18.5;18.5;20;21.55;23.65;21.95;25.45;24.44;21.62;19;22.38;21.86
3550308;São Paulo;2013;23;24.4;23;22.55;17.95;18.75;17.05;18.85;19.9;20.64;22.3;24.25;23.88;21.16;18.21;20.94;21.05
3550308;São Paulo;2014;26.09;26.6;24.2;22.05;19.5;19.2;17.7;19.25;21.5;22.74;22.65;24.55;25.74;21.91;18.71;22.29;22.16
3550308;São Paulo;2015;26.35;24.6;23.15;22;19.25;18.7;18.6;20.65;21.85;23;22.95;24.5;25.15;21.46;19.31;22.6;22.13
3550308;São Paulo;2016;23.6;25.3;23.9;24.25;18.6;16.1;18.4;18.9;19.65;21.4;21.6;24.2;24.36;22.25;17.8;20.88;21.32
3550308;São Paulo;2017;23.85;25;22.65;21.1;19.4;18.6;17.3;18.3;22.55;22.55;21.85;23.7;24.18;21.05;18.06;22.31;21.4
3550308;São Paulo;2018;23.9;23.25;24.95;22.2;20.15;19.2;19.55;17.85;20.7;20.95;22.3;24.55;23.9;22.43;18.86;21.31;21.62
3550308;São Paulo;2019;26.55;24.15;23.95;21.65;19.77;18.9;18.42;18.07;21.62;21.75;22.07;24.12;24.94;21.79;18.46;21.81;21.75
3550308;São Paulo;2020;23.95;23.4;23;21.92;19.96;19.05;18.98;17.96;21.16;21.35;22.18;24.33;23.89;21.62;18.66;21.56;21.43
3550308;São Paulo;2021;25.25;23.77;25.9;21.78;19.86;17;18.7;19.85;22.45;20.3;22.55;22.4;23.8;22.51;18.51;21.76;21.65
3550308;São Paulo;2022;24.3;24.2;25.25;22.75;18.3;18.15;20.15;18.3;18.65;22.15;20.1;22.9;23.8;22.1;18.86;20.3;21.26
